effect,detail,link,drugs,tfidf_score,is_top_k,e0,e1,e2
tactility enhancement,tactile sensations were overwhelmed,,5-meo-dmt,0.02952518957862348,True,-18.48842,-13.551824,-26.810148
unpleasant effects,experienced intense pain and felt like they were going to die,,5-meo-dmt,0.05905037915724696,True,14.067889,-24.912743,7.8617706
panic,experienced intense pain and felt like they were going to die,,5-meo-dmt,0.14587349321295595,True,10.188617,4.398553,39.264297
hangover,after effects left them shaken up,,5-meo-dmt,0.05314534124152226,True,10.154516,-23.314243,19.378248
emotional lability,after effects left them shaken up,,5-meo-dmt,0.013779393745571617,True,-36.41461,-13.293489,24.435253
bodily transformations,experienced a wavy feeling and could not feel legs while standing,,5-meo-dmt,0.04133818123671485,True,-7.8581557,2.6727672,-7.309028
numbness,experienced a wavy feeling and could not feel legs while standing,,5-meo-dmt,0.020839070458993705,True,-20.630924,-22.209587,14.353622
cognitive impairments,could not sign or read sign language well,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
difficulty concentrating,could not sign or read sign language well,,5-meo-dmt,0.04167814091798741,True,2.090896,-27.812632,18.49346
sensory amplifications,felt vibrations in the car and enjoyed them,,5-meo-dmt,0.13581587206166798,True,24.750008,2.3082566,-44.785187
tactility enhancement,felt vibrations in the car and enjoyed them,,5-meo-dmt,0.02952518957862348,True,-18.48842,-13.551824,-26.810148
focus enhancement,felt calm and focused after smoking weed,,5-meo-dmt,0.05905037915724696,True,-2.7955582,-13.444422,-42.32819
subjective effects,experienced a slight similarity to the effects of ecstasy,,5-meo-dmt,0.14346222604138792,True,21.904184,-29.443054,-21.51366
unpleasant effects,no bad effects experienced after the trip,,5-meo-dmt,0.05905037915724696,True,12.435648,-21.702461,4.7345347
subjective effects,feeling fairly high on marijuana,,5-meo-dmt,0.14346222604138792,True,32.117493,-36.85157,-16.859282
nausea,trouble breathing unable to speak feeling sick,,5-meo-dmt,0.06430383747933423,True,8.814228,-19.669567,33.828083
vomiting,trouble breathing unable to speak feeling sick,,5-meo-dmt,0.05557085455731655,True,3.7467422,-27.88926,32.606956
breathing difficulty,trouble breathing unable to speak feeling sick,,5-meo-dmt,0.006946356819664569,True,-72.448975,-13.262931,-1.3049212
bodily transformations,felt as though melted into the chair,,5-meo-dmt,0.04133818123671485,True,-7.8581557,2.6727672,-7.309028
cognitive impairments,unable to hold a train of thought unable to speak,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
incoherence,unable to hold a train of thought unable to speak,,5-meo-dmt,0.006946356819664569,True,-51.50709,-5.0144362,11.513361
postural instability,almost fell over when standing up,,5-meo-dmt,0.006946356819664569,True,-59.12731,-4.90311,12.445778
dizziness,almost fell over when standing up,,5-meo-dmt,0.0903026386556394,True,13.609113,-8.315175,36.81603
tactile dissociation,heartbeat felt like a seperate entity from body,,5-meo-dmt,0.006946356819664569,True,-44.219612,-8.305475,-32.193333
derealization,foreign universe unable to explain,,5-meo-dmt,0.2572153499173369,True,53.079323,28.743614,-6.4201174
depersonalization,foreign universe unable to explain,,5-meo-dmt,0.17715113747174085,True,30.284859,5.568966,3.4914265
nausea,slight nausea heavy body load,,5-meo-dmt,0.06430383747933423,True,8.814228,-19.669567,33.828083
bodily effects,slight nausea heavy body load,,5-meo-dmt,0.03299913193233409,True,-5.0754895,-3.7504141,-0.00024097133
enjoyment,respect for the substance temporary enjoyment,,5-meo-dmt,0.03674504998819098,True,-10.5837965,2.804269,21.589518
appreciation enhancement,respect for the substance temporary enjoyment,,5-meo-dmt,0.006946356819664569,True,-42.72974,-29.180464,-11.507462
time dilation,experienced an altered perception of reality including disassociation from body and intensified surroundings,,5-meo-dmt,0.08267053082014572,True,-8.692696,48.298237,7.3938484
unusual bodily movements,experienced involuntary movement of body parts,,5-meo-dmt,0.006946356819664569,True,-58.61616,-4.626403,7.9028215
cognitive effects,experienced a change in the way thoughts were processed,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
cognitive effects,experienced a change in the way language was used,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
derealization,experienced a change in the way the body was perceived,,5-meo-dmt,0.2572153499173369,True,53.079323,28.743614,-6.4201174
depersonalization,experienced a change in the way the body was perceived,,5-meo-dmt,0.17715113747174085,True,28.787674,11.742022,2.7839882
time distortions,experienced a change in the way time was perceived,,5-meo-dmt,0.1188228390960776,True,4.048289,43.37328,-3.449544
auditory distortions,experienced a change in the way sound was perceived,,5-meo-dmt,0.0903026386556394,True,-1.7315065,3.5912688,-42.038113
visual effects,experienced a change in the way visuals were perceived,,5-meo-dmt,0.08267053082014572,True,10.553653,0.640734,-26.257448
emotional effects,experienced a change in the way emotions were felt,,5-meo-dmt,0.06495541707297164,True,10.806107,-19.941532,-8.126926
tinnitus,a loud ringing sound in the ears,,5-meo-dmt,0.034731784098322845,True,-16.81214,-21.381697,36.352734
paresthesia,a tingling sensation throughout the body,,5-meo-dmt,0.16087076817012871,True,-1.4047104,42.346577,-24.880497
meditation,a state of deep meditation with a silent mind and darkness surrounding,,5-meo-dmt,0.006946356819664569,True,-49.05132,-5.118599,-10.420417
cognitive effects,a state of deep meditation with a silent mind and darkness surrounding,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
feelings of bodily expansion,a feeling of the head expanding rapidly,,5-meo-dmt,0.006946356819664569,True,-63.588898,-4.820449,-0.35134327
visual distortions,the face appearing to change like an impressionist painting,,5-meo-dmt,0.21181462621474703,True,24.28938,40.140873,-8.258662
visual impairments,the vision becoming completely black,,5-meo-dmt,0.020839070458993705,True,-16.49692,-21.489084,-9.084333
closed eye visuals,seeing little specks of light when eyes are closed,,5-meo-dmt,0.03543022749434817,True,-26.088924,-4.5327396,-23.04667
curiosity,extremely curious about the unknown the ultimate point of no return death,,5-meo-dmt,0.017715113747174084,True,-28.60157,-7.5146303,16.764158
increased perspiration,sweating quite a bit after taking the dose,,5-meo-dmt,0.04167814091798741,True,-1.7976103,-38.29201,16.370308
muscle tension,feeling tension in the upper face similar to after laughing for a long period of time,,5-meo-dmt,0.04862449773765198,True,-8.469763,-13.817815,35.093624
headaches,feeling pressure on the forehead in between a headache and a massage,,5-meo-dmt,0.006946356819664569,True,-67.33443,-12.858115,6.322379
increased blood pressure,feeling pressure on the forehead in between a headache and a massage,,5-meo-dmt,0.02362015166289878,True,-15.219822,-37.91145,16.29414
paresthesia,feeling a wave like sensation come on quickly,,5-meo-dmt,0.16087076817012871,True,-1.4047104,42.346577,-24.880497
subjective effects,feeling a wave like sensation come on quickly,,5-meo-dmt,0.14346222604138792,True,21.707493,-30.786634,-15.551528
feelings of bodily lightness,felt slightly lighter,,5-meo-dmt,0.020839070458993705,True,-23.251163,-21.16691,4.911904
pareidolia,felt slightly lighter,,5-meo-dmt,0.057748480881584664,True,-24.139793,33.693974,-15.951001
cognitive impairments,kind of out of it,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
mental confusion,kind of out of it,,5-meo-dmt,0.006946356819664569,True,-53.399284,-4.4099426,-14.968769
bodily transformations,saw heart beating against shirt,,5-meo-dmt,0.04133818123671485,True,-7.8581557,2.6727672,-7.309028
nausea,felt some threshold weirdness effects but had absolutely no visuals and felt like puking,,5-meo-dmt,0.06430383747933423,True,8.814228,-19.669567,33.828083
visual distortions,had minor distortion but no visuals trails or patterns,,5-meo-dmt,0.21181462621474703,True,24.28938,40.140873,-8.258662
ataxia,felt sick and weird for a while had trouble walking,,5-meo-dmt,0.07640992501631025,True,0.72083205,-13.913932,41.703663
nausea,felt sick and weird for a while had trouble walking,,5-meo-dmt,0.06430383747933423,True,8.814228,-19.669567,33.828083
transpersonal states,none of the spiritual interpretation of the world i ve had with dmt and high doses of lsa,,5-meo-dmt,0.05905037915724696,True,-14.444114,25.127314,-7.0933127
spirituality enhancement,none of the spiritual interpretation of the world i ve had with dmt and high doses of lsa,,5-meo-dmt,0.07086045498869634,True,-2.156062,-12.352976,-27.157522
introspection,contemplated entire life,,5-meo-dmt,0.05905037915724696,True,-9.5169115,24.02164,8.96036
subjective effects,advised to stay away from drug try something tried and true like lsd mescaline or mushrooms,,5-meo-dmt,0.14346222604138792,True,27.988861,-38.42983,-21.399363
cognitive impairments,experienced when snorting the drug,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
confusion,experienced when snorting the drug,,5-meo-dmt,0.15353098580884209,True,26.495163,11.213375,34.766804
cognitive impairments,experienced after snorting the drug,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
confusion,experienced after snorting the drug,,5-meo-dmt,0.15353098580884209,True,31.557856,11.151483,32.776115
more,experienced after snorting the drug,,5-meo-dmt,0.020839070458993705,True,-13.446747,-42.139687,5.1870494
more,experienced after snorting the drug,,5-meo-dmt,0.020839070458993705,True,-15.490907,-39.742275,5.4647837
more,experienced after snorting the drug,,5-meo-dmt,0.020839070458993705,True,-15.8769045,-42.35565,7.200271
cognitive impairments,experienced after snorting the drug,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
confusion,experienced after snorting the drug,,5-meo-dmt,0.15353098580884209,True,32.333775,13.670936,37.455147
muscle tension,felt a tightness in body within seconds of dosing,,5-meo-dmt,0.04862449773765198,True,-8.669805,-10.303375,32.66609
paralysis,could barely think eyes open but couldn t talk or move,,5-meo-dmt,0.020839070458993705,True,-16.696098,-15.111742,10.942448
cognitive impairments,could barely think eyes open but couldn t talk or move,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
muscle relaxation,slumped into chair and slid out of it,,5-meo-dmt,0.01181007583144939,True,-42.313126,-33.32093,9.473729
sedation,slumped into chair and slid out of it,,5-meo-dmt,0.03543022749434817,True,-8.166187,-10.303736,22.940493
anxiety,uneasy feeling in pit of stomach,,5-meo-dmt,0.1111417091146331,True,17.877277,-1.8716872,27.403727
muscle twitching,shaking in body twitching random body parts without control,,5-meo-dmt,0.025831051977408172,True,-15.336266,-28.805454,18.581799
tremors,shaking in body twitching random body parts without control,,5-meo-dmt,0.027785427278658275,True,-9.879088,-19.632109,18.318558
cognitive impairments,during down parts of waves could think clearly and even laugh,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
laughter,during down parts of waves could think clearly and even laugh,,5-meo-dmt,0.006946356819664569,True,-53.19556,-26.368309,9.016323
subjective effects,abruptly dropped out of peak slowly than if smoked,,5-meo-dmt,0.14346222604138792,True,27.988861,-38.42983,-21.399363
cognitive effects,abruptly dropped out of peak slowly than if smoked,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
muscle twitching,uncontrolled violent movements of the body,,5-meo-dmt,0.025831051977408172,True,-11.811293,-27.444748,17.874134
unsteady gait,uncontrolled violent movements of the body,,5-meo-dmt,0.013892713639329137,True,-32.14637,-19.23544,29.732147
muscle twitching,uncontrolled forceful gripping of the body,,5-meo-dmt,0.025831051977408172,True,-11.811293,-27.444748,17.874134
auditory hallucinations,low guttural vocalizations,,5-meo-dmt,0.1240057962302186,True,8.174959,19.034655,-40.866394
auditory hallucinations,high pitched vocalizations,,5-meo-dmt,0.1240057962302186,True,12.585601,16.62164,-40.071564
auditory hallucinations,loud sustained vocalizations,,5-meo-dmt,0.1240057962302186,True,8.174959,19.034655,-40.866394
cognitive enhancements,feeling of being both a genius and a fool at the same time,,5-meo-dmt,0.06599826386466819,True,2.751174,-21.907616,-24.190615
cognitive impairments,feeling of being both a genius and a fool at the same time,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
cognitive effects,believing in the responsible use of psychoactives,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
prejudice,having a prejudice against drug abusers,,5-meo-dmt,0.006946356819664569,True,-45.870167,-17.418427,1.7613626
empathy,having a prejudice against drug abusers,,5-meo-dmt,0.02362015166289878,True,-20.422705,-5.9788656,7.9129767
compulsive redosing,feeling tempted to induce lesser states of consciousness,,5-meo-dmt,0.006946356819664569,True,-67.32647,-13.791736,-11.0109415
psychosis,feeling tempted to induce lesser states of consciousness,,5-meo-dmt,0.09724899547530395,True,10.121849,23.098219,-5.682349
mania,feeling tempted to induce lesser states of consciousness,,5-meo-dmt,0.027785427278658275,True,-16.56512,-7.210126,17.900118
death have been reported following heavy recreational use of stimulants,feeling tempted to induce lesser states of consciousness,,5-meo-dmt,0.006946356819664569,True,-59.90426,-16.777449,-14.49582
subjective effects,hit provided 2 experience with intense onset and inner perception,,5-meo-dmt,0.14346222604138792,True,32.117493,-36.85157,-16.859282
cognitive effects,hit provided 2 experience with intense onset and inner perception,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
cognitive impairments,never lost touch with faculties or ability to think cognitively,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
cognitive effects,never lost touch with faculties or ability to think cognitively,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
internal hallucinations,perceived deeply embedded flows emanating out of inner self,,5-meo-dmt,0.07313760543286442,True,-3.4213436,21.311104,-31.312712
hallucinatory entities,invited higher being to come and illuminate,,5-meo-dmt,0.04593131248523872,True,-21.103048,20.920227,-17.201237
transpersonal hallucinations,perceived shakras as life essence emanating out of core i ness,,5-meo-dmt,0.11549696176316933,True,24.11312,16.250198,-34.137814
fear,recognized fear of existence as cause of ailing heart shakra,,5-meo-dmt,0.18598357423733883,True,7.9865646,28.764952,38.90636
delusions of reference,recognized fear of existence as cause of ailing heart shakra,,5-meo-dmt,0.01181007583144939,True,-41.350693,1.0334606,3.9149063
transpersonal states,allowed god to take fear and rebuild inner heart awakening inner being with life,,5-meo-dmt,0.05905037915724696,True,-14.444114,25.127314,-7.0933127
delusions of control,allowed god to take fear and rebuild inner heart awakening inner being with life,,5-meo-dmt,0.006946356819664569,True,-49.481968,10.451778,-5.6307526
mystical experiences,allowed god to take fear and rebuild inner heart awakening inner being with life,,5-meo-dmt,0.08857556873587043,True,1.4147923,28.121635,-12.569357
shakiness,shakiness and a strange vibrating frequency felt in the ears,,5-meo-dmt,0.05314534124152226,True,1.0857029,-12.618636,30.968054
auditory distortions,shakiness and a strange vibrating frequency felt in the ears,,5-meo-dmt,0.0903026386556394,True,0.71812344,9.296443,-46.6534
absent selfhood,ceasing to exist for 10 minutes,,5-meo-dmt,0.05557085455731655,True,-34.96068,24.235243,-7.521138
psychosis,attacking trip advocate swinging biting and banging head off the floor,,5-meo-dmt,0.09724899547530395,True,13.6200485,22.075382,-2.566673
panic,attacking trip advocate swinging biting and banging head off the floor,,5-meo-dmt,0.14587349321295595,True,10.188617,4.398553,39.264297
violent behavior,attacking trip advocate swinging biting and banging head off the floor,,5-meo-dmt,0.020839070458993705,True,-28.568447,-10.958317,27.91219
spirituality enhancement,feeling that trip provider had a divine aura,,5-meo-dmt,0.07086045498869634,True,2.372982,-11.175212,-28.084581
perception of religiousness,feeling that trip provider had a divine aura,,5-meo-dmt,0.006946356819664569,True,-40.567726,1.1999735,-4.1398664
visual effects,experiencing intense visual stimuli,,5-meo-dmt,0.08267053082014572,True,10.553653,0.640734,-26.257448
clarity enhancement,feeling clear and intensely honest during the comedown,,5-meo-dmt,0.020839070458993705,True,-23.511091,-27.27322,-20.183979
music appreciation enhancement,ambient music was generally enhanced,,5-meo-dmt,0.04862449773765198,True,-11.531287,-15.034799,-34.22479
psychosis,felt horrible couldn t be alone couldn t eat felt like going completely nuts,,5-meo-dmt,0.09724899547530395,True,7.662417,19.009815,-6.3855023
panic,felt horrible couldn t be alone couldn t eat felt like going completely nuts,,5-meo-dmt,0.14587349321295595,True,10.188617,4.398553,39.264297
delusions,felt horrible couldn t be alone couldn t eat felt like going completely nuts,,5-meo-dmt,0.05314534124152226,True,-22.30757,16.881926,-6.812949
depersonalization,felt horrible couldn t be alone couldn t eat felt like going completely nuts,,5-meo-dmt,0.17715113747174085,True,28.787674,11.742022,2.7839882
derealization,felt horrible couldn t be alone couldn t eat felt like going completely nuts,,5-meo-dmt,0.2572153499173369,True,53.079323,28.743614,-6.4201174
hangover,last attack changed something in the brain and felt like he would never be the same,,5-meo-dmt,0.05314534124152226,True,10.080692,-19.378607,17.368015
psychological trauma,last attack changed something in the brain and felt like he would never be the same,,5-meo-dmt,0.017715113747174084,True,-25.713867,-5.4859858,-1.0327287
or panic,last attack changed something in the brain and felt like he would never be the same,,5-meo-dmt,0.006946356819664569,True,-51.170197,1.570326,7.8890305
subjective effects,paxil makes things better and worse depending on the day,,5-meo-dmt,0.14346222604138792,True,27.988861,-38.42983,-21.399363
cognitive effects,paxil makes things better and worse depending on the day,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
cognitive effects,intense rush of life felt like accelerating with enormous speed to somewhere pulse shot to 150 fingers and toes went numb field of vision vibrated,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
sensory amplifications,intense rush of life felt like accelerating with enormous speed to somewhere pulse shot to 150 fingers and toes went numb field of vision vibrated,,5-meo-dmt,0.13581587206166798,True,24.750008,2.3082566,-44.785187
pareidolia,intense rush of life felt like accelerating with enormous speed to somewhere pulse shot to 150 fingers and toes went numb field of vision vibrated,,5-meo-dmt,0.057748480881584664,True,-24.139793,33.693974,-15.951001
auditory distortions,music squeezing head into pancake whole space pressured with intense music,,5-meo-dmt,0.0903026386556394,True,1.0364312,5.0590596,-45.220097
sensory overload,music squeezing head into pancake whole space pressured with intense music,,5-meo-dmt,0.04862449773765198,True,2.564748,-40.914143,2.3106103
emotional intimacy,immense rush each time listening to songs from trip diminished and vanished after 3 days,,5-meo-dmt,0.03299913193233409,True,-11.913278,-3.3949594,-21.4428
music appreciation enhancement,immense rush each time listening to songs from trip diminished and vanished after 3 days,,5-meo-dmt,0.04862449773765198,True,-11.531287,-15.034799,-34.22479
sensory amplifications,increase in intensity of physical and mental sensations,,5-meo-dmt,0.13581587206166798,True,24.750008,2.3082566,-44.785187
cognitive amplifications,increase in intensity of physical and mental sensations,,5-meo-dmt,0.006946356819664569,True,-42.883728,-22.819618,-24.34893
cognitive effects,the effects come at a rate close to immediate resulting in an almost autonomous release of air as a defence against the intense change of the range of thought,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
thought compression,the effects come at a rate close to immediate resulting in an almost autonomous release of air as a defence against the intense change of the range of thought,,5-meo-dmt,0.006946356819664569,True,-58.177464,3.3176157,-20.850176
auditory distortions,the smoker loses normal consciousness of the music in a few seconds,,5-meo-dmt,0.0903026386556394,True,-2.2741225,7.0052047,-39.07512
cognitive impairments,the smoker loses normal consciousness of the music in a few seconds,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
derealization,there seemed to be an instant shift inside me outside me and everywhere else,,5-meo-dmt,0.2572153499173369,True,53.079323,28.743614,-6.4201174
depersonalization,there seemed to be an instant shift inside me outside me and everywhere else,,5-meo-dmt,0.17715113747174085,True,28.787674,11.742022,2.7839882
cognitive exhaustions,after the shift the smoker is internally wiped out,,5-meo-dmt,0.006946356819664569,True,-42.674988,-21.174212,-27.141266
hangover,after the shift the smoker is internally wiped out,,5-meo-dmt,0.05314534124152226,True,12.870596,-20.12803,20.998829
tachycardia,heart rate increased steadily without exertion,,5-meo-dmt,0.034731784098322845,True,-9.50468,-32.726116,26.528202
relaxation,feeling of great relaxation and stony feeling,,5-meo-dmt,0.051662103954816345,True,-3.562497,-2.092114,32.174484
sedation,feeling of great relaxation and stony feeling,,5-meo-dmt,0.03543022749434817,True,-10.651547,-7.092985,23.2005
focus enhancement,feeling of commitment to goals and motivations,,5-meo-dmt,0.05905037915724696,True,-2.7955582,-13.444422,-42.32819
increased heart rate,body felt warm and pulse picked up rapidly,,5-meo-dmt,0.14762594789311737,True,28.890676,-20.670805,24.837994
vasoconstriction,felt nauseous and veins in arms were gone,,5-meo-dmt,0.027785427278658275,True,-8.660919,-34.547176,11.015725
negative affect,felt extremely concerned and had negative thoughts,,5-meo-dmt,0.034731784098322845,True,0.9707615,-28.344995,2.605145
increased heart rate,heart was racing,,5-meo-dmt,0.14762594789311737,True,28.890676,-20.670805,24.837994
visual hallucinations,friend saw trippy visions,,5-meo-dmt,0.07749315593222453,True,-0.3393769,18.413391,-25.856821
dizziness,friend felt extremely relaxed and dazed,,5-meo-dmt,0.0903026386556394,True,16.857155,-5.044319,35.791496
pallor,skin was very white and pale,,5-meo-dmt,0.006946356819664569,True,-61.74162,-11.843915,14.185271
coordination impairment,inability to smoke harvey efficiently,,5-meo-dmt,0.006946356819664569,True,-52.905025,-26.602118,-24.312775
ataxia,inability to smoke harvey efficiently,,5-meo-dmt,0.07640992501631025,True,0.72083205,-13.913932,41.703663
cognitive impairments,guessing at dosage due to inaccurate scale,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
inaccuracy,guessing at dosage due to inaccurate scale,,5-meo-dmt,0.006946356819664569,True,-52.532608,-4.889892,14.703942
cognitive impairments,experienced before taking the substance,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
memory impairment,experienced before taking the substance,,5-meo-dmt,0.05905037915724696,True,3.9743278,-33.775204,-20.157986
cognitive impairments,experienced after snorting the substance,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
confusion,experienced after snorting the substance,,5-meo-dmt,0.15353098580884209,True,30.38705,7.7662787,36.649033
cognitive impairments,experienced after snorting the substance,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
confusion,experienced after snorting the substance,,5-meo-dmt,0.15353098580884209,True,26.495163,11.213375,34.766804
cognitive impairments,experienced after smoking the substance,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
confusion,experienced after smoking the substance,,5-meo-dmt,0.15353098580884209,True,32.333775,13.670936,37.455147
cognitive impairments,experienced after snorting the substance,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
confusion,experienced after snorting the substance,,5-meo-dmt,0.15353098580884209,True,26.495163,11.213375,34.766804
cognitive impairments,experienced after snorting the substance,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
confusion,experienced after snorting the substance,,5-meo-dmt,0.15353098580884209,True,31.557856,11.151483,32.776115
cognitive impairments,experienced after the experience,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
hangover,experienced after the experience,,5-meo-dmt,0.05314534124152226,True,10.737273,-16.191484,20.347223
cognitive impairments,experienced after snorting the substance,,5-meo-dmt,0.4619878470526773,True,19.919336,-37.882984,16.400465
confusion,experienced after snorting the substance,,5-meo-dmt,0.15353098580884209,True,25.62299,18.145195,39.681698
oral irritation,burning sensation on tongue,,5-meo-dmt,0.006946356819664569,True,-65.183235,-22.99298,1.4084356
melting,feeling of melting,,5-meo-dmt,0.006946356819664569,True,-55.339844,-17.743273,13.090062
stimulation,buzzing energy throughout body,,5-meo-dmt,0.08782557672318779,True,11.744436,0.8399972,2.9090428
time dilation,feeling of 100 lifetimes of yoga,,5-meo-dmt,0.08267053082014572,True,-8.692696,48.298237,7.3938484
cognitive impairments,loss of logical sense,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
time distortions,feeling of being pulled out of time,,5-meo-dmt,0.1188228390960776,True,4.048289,43.37328,-3.449544
auditory distortions,music sounding chopped up and pushed together,,5-meo-dmt,0.0903026386556394,True,2.252007,5.2690854,-40.542656
closed eye visuals,seeing a white ocean with eyes closed,,5-meo-dmt,0.03543022749434817,True,-26.088924,-4.5327396,-23.04667
sensory amplifications,intense physical sensations feeling of being shot out of a cannon being in a cosmic dryer,,5-meo-dmt,0.13581587206166798,True,24.750008,2.3082566,-44.785187
pareidolia,intense physical sensations feeling of being shot out of a cannon being in a cosmic dryer,,5-meo-dmt,0.057748480881584664,True,-24.139793,33.693974,-15.951001
bodily effects,intense physical sensations feeling of being shot out of a cannon being in a cosmic dryer,,5-meo-dmt,0.03299913193233409,True,-5.0754895,-3.7504141,-0.00024097133
joy,exploring the universe feeling of joy,,5-meo-dmt,0.07640992501631025,True,-1.2510688,14.646861,32.063812
confusion,none,,5-meo-dmt,0.15353098580884209,True,30.38705,7.7662787,36.649033
geometry,all the space around me in the room was composed of hexagonal blocks that were constantly shifting and moving,,5-meo-dmt,0.06420521045562348,True,-18.232641,34.783913,23.897415
absent selfhood,i lost all contact or knowledge of my body the room or the normal laws of the universe,,5-meo-dmt,0.05557085455731655,True,-34.96068,24.235243,-7.521138
cognitive impairments,i lost all contact or knowledge of my body the room or the normal laws of the universe,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
cognitive impairments,utter uncontrolled madness my perception of my body had been entirely scrambled,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
psychotic episodes,utter uncontrolled madness my perception of my body had been entirely scrambled,,5-meo-dmt,0.006946356819664569,True,-51.10418,10.362875,-13.152781
fear,being completely out of control of the very underpinnings of reality was terrifying,,5-meo-dmt,0.18598357423733883,True,12.057232,31.026817,42.718864
psychosis,being completely out of control of the very underpinnings of reality was terrifying,,5-meo-dmt,0.09724899547530395,True,14.304621,14.995349,-5.663415
confusion,mild psychedelic effects including visual distortions depersonalization and confusion,,5-meo-dmt,0.15353098580884209,True,24.738039,13.609034,41.90453
paresthesia,unpleasant burning sensation in the nose,,5-meo-dmt,0.16087076817012871,True,-1.4047104,42.346577,-24.880497
unpleasant effects,unpleasant bleeding from the nose,,5-meo-dmt,0.05905037915724696,True,15.2905245,-25.133352,3.377956
disorientation,disorientation and difficulty understanding the environment,,5-meo-dmt,0.04167814091798741,True,-1.0812225,-8.967901,12.894966
cognitive impairments,disorientation and difficulty understanding the environment,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
pleasure,feeling of pleasure and contentment,,5-meo-dmt,0.034731784098322845,True,-18.01713,6.0996466,19.909355
shakiness,feeling of shaking or trembling,,5-meo-dmt,0.05314534124152226,True,1.0857029,-12.618636,30.968054
loss of contact with reality,loss of consciousness or awareness,,5-meo-dmt,0.025831051977408172,True,-13.8044615,-3.5766428,-3.3717942
visual trails,visual trails of moving objects,,5-meo-dmt,0.027785427278658275,True,-13.537991,-13.678686,-14.275544
psychomotor impairment,difficulty with physical movements,,5-meo-dmt,0.013892713639329137,True,-24.654533,-23.450045,-3.1791632
cognitive effects,enjoyed the abstract and flowing thoughts of other drugs,,5-meo-dmt,0.22746902549399228,True,49.704308,-11.472334,-22.72575
enjoyment,enjoyed the abstract and flowing thoughts of other drugs,,5-meo-dmt,0.03674504998819098,True,-12.881879,0.15483844,18.859331
sensory distortions,feeling as if brain had boarded a rocket body went numb mouth felt like it was on fire,,5-meo-dmt,0.027785427278658275,True,-11.5484915,-10.714868,-7.7012115
cognitive impairments,feeling as if brain had boarded a rocket body went numb mouth felt like it was on fire,,5-meo-dmt,0.4619878470526773,True,16.691553,-43.13563,13.214971
visual distortions,no real hallucinations except for an altered sense of depth,,5-meo-dmt,0.21181462621474703,True,24.28938,40.140873,-8.258662
loss of control,unable to control body movements felt wild,,5-meo-dmt,0.04167814091798741,True,8.58481,-11.915989,7.185006
spatial hallucinations,people only in head felt like existing in multiple dimensions,,5-meo-dmt,0.006946356819664569,True,-45.264805,7.3019557,-17.55666
thermoregulation impairment,felt cold as if in a womb without connection,,5-meo-dmt,0.006946356819664569,True,-57.01549,-28.669628,-24.376633
bodily warmth,felt cold as if in a womb without connection,,5-meo-dmt,0.004593131248523873,True,-50.403824,-12.275413,-9.412649
vasoconstriction,felt cold as if in a womb without connection,,5-meo-dmt,0.027785427278658275,True,-8.660919,-34.547176,11.015725
derealization,total disconnection from the world,,5-meo-dmt,0.2572153499173369,True,53.079323,28.743614,-6.4201174
